"Time","Motor"
2026-02-15 16:00:00,0 Wh
2026-02-15 16:10:00,0 Wh
2026-02-15 16:20:00,0 Wh
2026-02-15 16:30:00,0 Wh
2026-02-15 16:40:00,0 Wh
2026-02-15 16:50:00,0 Wh
2026-02-15 17:00:00,0 Wh
2026-02-15 17:10:00,0 Wh
2026-02-15 17:20:00,0 Wh
2026-02-15 17:30:00,7.72 Wh
2026-02-15 17:40:00,99.5 Wh
2026-02-15 17:50:00,140 Wh
2026-02-15 18:00:00,177 Wh
2026-02-15 18:10:00,176 Wh
2026-02-15 18:20:00,175 Wh
2026-02-15 18:30:00,174 Wh
2026-02-15 18:40:00,171 Wh
2026-02-15 18:50:00,173 Wh
2026-02-15 19:00:00,173 Wh
2026-02-15 19:10:00,175 Wh
2026-02-15 19:20:00,173 Wh
2026-02-15 19:30:00,178 Wh
2026-02-15 19:40:00,176 Wh
2026-02-15 19:50:00,175 Wh
2026-02-15 20:00:00,175 Wh
2026-02-15 20:10:00,174 Wh
2026-02-15 20:20:00,177 Wh
2026-02-15 20:30:00,175 Wh
2026-02-15 20:40:00,174 Wh
2026-02-15 20:50:00,171 Wh
2026-02-15 21:00:00,175 Wh
2026-02-15 21:10:00,176 Wh
2026-02-15 21:20:00,173 Wh
2026-02-15 21:30:00,178 Wh
2026-02-15 21:40:00,179 Wh
2026-02-15 21:50:00,178 Wh
2026-02-15 22:00:00,177 Wh
2026-02-15 22:10:00,77.2 Wh
2026-02-15 22:20:00,0 Wh
2026-02-15 22:30:00,59.8 Wh
2026-02-15 22:40:00,61.2 Wh
2026-02-15 22:50:00,79.7 Wh
2026-02-15 23:00:00,36.1 Wh
2026-02-15 23:10:00,0 Wh
2026-02-15 23:20:00,0 Wh
2026-02-15 23:30:00,51.1 Wh
2026-02-15 23:40:00,172 Wh
2026-02-15 23:50:00,56.3 Wh
2026-02-16 00:00:00,0 Wh
2026-02-16 00:10:00,0 Wh
2026-02-16 00:20:00,2.56 Wh
2026-02-16 00:30:00,0 Wh
2026-02-16 00:40:00,7.87 Wh
2026-02-16 00:50:00,92.1 Wh
2026-02-16 01:00:00,93.4 Wh
2026-02-16 01:10:00,95.4 Wh
2026-02-16 01:20:00,95.1 Wh
